itemprop,valid_text,valid,text,href,check,page,title,url,load
workTime,"Контент text не соответствует описанию в check. Это связано с тем, что текст описывает расписание работы (возможно, какого-то офиса или учреждения), а не режим и график работы образовательной организации. В описании режима и графика работы образовательной организации обычно указываются часы занятий, учебные дни и перерывы, а не время работы офиса.",True,"Понедельник – суббота с 08:30 до 17:00, перерыв на обед с 12.30 до 13.30",,О режиме и графике работы образовательной организации,14,Основные сведения,/sveden/common,False
telephone,"Контент text не соответствует описанию в check. Text представляет собой конкретный телефонный номер, в то время как check описывает общий контекст о контактных телефонах образовательной организации.",True,8 (863) 285-01-95,,О контактных телефонах образовательной организации,14,Основные сведения,/sveden/common,False
licenseDocLink,Соответствует.,True,Выписка из реестра лицензий по состоянию на 10:51 «14» мая 2024 г.,https://disk.yandex.ru/i/QMmbB3sIlWJL5A,О лицензии на осуществление образовательной деятельности (выписке из реестра лицензий на осуществление образовательной деятельности),14,Основные сведения,/sveden/common,False
accreditationDocLink,"Контент text не соответствует описанию в check. Вот причины:
1. **Отсутствие уточнения категорий программ**: В check указано, что проверяется наличие или отсутствие государственной аккредитации образовательной деятельности по реализуемым образовательным программам, за исключением определенных категорий (дошкольного образования, подготовки научно-педагогических кадров в аспирантуре и т.д.). В text таких уточнений нет.
2. **Формулировка**: В check указано, что проверяется наличие или отсутствие государственной аккредитации, тогда как в text говорится о выписке из реестра организаций, осуществляющих образовательную деятельность по аккредитованным программам, но не уточняется, что проверяется наличие или отсутствие аккредитации.
3. **Дата и время**: В text указана конкретная дата и время (10:37 «14» мая 2024 г.), тогда как в check такая детализация отсутствует.
Для соответствия text должен включать уточнения о категориях программ, которые исключаются из проверки, и явно указывать на проверку наличия или отсутствия аккредитации.",True,"Выписка из государственной информационной системы «Реестр организаций, осуществляющих образовательную деятельность по имеющим государственную аккредитацию образовательным программам» (по состоянию на 10:37 «14» мая 2024 г.).",https://disk.yandex.ru/i/-l5vgbfRxjH5Xg,"О наличии или отсутствии государственной аккредитации образовательной деятельности по реализуемым образовательным программам, за исключением образовательных программ дошкольного образования, программ подготовки научно- педагогических кадров в аспирантуре (адъюнктуре), образовательных программ, реализуемых в соответствии с федеральным государственным образовательным стандартом образования обучающихся с нарушением интеллекта, основных программ профессионального обучения, дополнительных образовательных программ (выписке из государственной информационной системы «Реестр организаций, осуществляющих образовательную деятельность по имеющим государственную аккредитацию образовательным программам»)",15,Основные сведения,/sveden/common,True
addressPlaceSet,"Контент text не соответствует описанию в check. В check указано, что нужно описывать места осуществления образовательной деятельности при использовании сетевой формы реализации образовательных программ. Однако в text приведены адреса физических корпусов, что не относится к описанию сетевой формы обучения.",True,"г. Ростов-на-Дону, пр. Таганрогский, 114 (корпус №1)  г. Ростов-на-Дону, ул. Московская, 49 (корпус №2)",,О местах осуществления образовательной деятельности при использовании сетевой формы реализации образовательных программ,15,Основные сведения,/sveden/common,False
addressPlacePrac,"Контент text - None.
Ответ: Не соответствует. Причина: В тексте отсутствует информация о местах проведения практики.",False,,,О местах проведения практики,15,Основные сведения,/sveden/common,False
addressPlacePodg,Соответствует.,False,,,О местах проведения практической подготовки обучающихся,15,Основные сведения,/sveden/common,True
addressPlaceGia,Соответствует.,False,,,О местах проведения государственной итоговой аттестации,15,Основные сведения,/sveden/common,True
addressPlaceDop,"Контент text (None) не соответствует описанию в check (""О местах осуществления образовательной деятельности по дополнительным образовательным программам""), так как в text отсутствует любая информация.",False,,,О местах осуществления образовательной деятельности по дополнительным образовательным программам,15,Основные сведения,/sveden/common,False
addressPlaceOppo,Контент text (None) не соответствует описанию в check. В тексте отсутствует информация о местах осуществления образовательной деятельности по основным программам профессионального обучения.,False,,,О местах осуществления образовательной деятельности по основным программам профессионального обучения,15,Основные сведения,/sveden/common,True
ustavDocLink,"Соответствует. Пустое значение (None) не содержит текст, который можно сравнить с описанием ""Устав образовательной организации"".",False,,,Устав образовательной организации,30,Документы,/sveden/document,True
localActStud,"Соответствует
Причина: Описание в `check` соответствует формату и содержанию, которое можно ожидать в текстовом поле.",False,,,"Правила внутреннего распорядка обучающихся в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,True
localActOrder,Соответствует.,False,,,"Правила внутреннего трудового распорядка в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,False
localActCollec,Соответствует.,False,,,"Коллективный договор (при наличии) в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,True
reportEduDocLink,Соответствует.,False,,,"Отчет о результатах самообследования в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,True
prescriptionDocLink,"Контент text содержит значение ""None"", что не соответствует описанию в check. Check ожидает, что текст будет содержать информацию о предписаниях органов, осуществляющих государственный контроль (надзор) в сфере образования, а также копии отчетов об исполнении таких предписаний (при наличии). Поэтому, ""None"" не соответствует ожидаемому содержанию.",False,,,"Предписания органов, осуществляющих государственный контроль (надзор) в сфере образования, копии отчетов об исполнении таких предписаний (при наличии)",30,Документы,/sveden/document,False
priemDocLink,"Контент text (None) не соответствует описанию в check. None означает отсутствие какого-либо текста или данных, тогда как check ожидает наличие текста, содержащего правила приема обучающихся в виде электронного документа, подписанного электронной подписью.",False,,,"Правила приема обучающихся в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,True
modeDocLink,"Контент text - None не соответствует описанию в check. В тексте отсутствует информация о режиме занятий обучающихся в виде электронного документа, подписанного электронной подписью.",False,,,"Режим занятий обучающихся в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,True
tekKontrolDocLink,Соответствует.,False,,,"Формы, периодичность и порядок текущего контроля успеваемости и промежуточной аттестации обучающихся в виде электронного документа, подписанного электронной подписью",30,Документы,/sveden/document,False
perevodDocLink,"Контент text - None.
Это означает, что в text нет никакого контента, а значит, он не может соответствовать описанию в check.
Ответ: Не соответствует.",False,,,"Порядок и основания перевода, отчисления и восстановления обучающихся в виде электронного документа, подписанного электронной подписью",31,Документы,/sveden/document,True
vozDocLink,"Контент text - None, что означает отсутствие текста.
Таким образом, содержание text не соответствует описанию в check.",False,,,"Порядок оформления возникновения, приостановления и прекращения отношений между образовательной организацией и обучающимися и (или) родителями (законными представителями) несовершеннолетних обучающихся в виде электронного документа, подписанного электронной подписью",31,Документы,/sveden/document,True
eduFedDoc,"Контент text (None) не соответствует описанию в check (Информация о применяемых федеральных государственных образовательных стандартах с размещением их копий), так как в тексте отсутствует любая информация или копии стандартов.",False,,,Информация о применяемых федеральных государственных образовательных стандартах с размещением их копий,55,Образовательные стандарты и требования,/sveden/eduStandarts,True
eduStandartDoc,"Контент text (None) не соответствует описанию в check. Контент text пустой, тогда как check ожидает информацию об утвержденных образовательных стандартах, с размещением их в форме электронного документа, подписанного электронной подписью.",False,,,"Информация об утвержденных образовательных стандартах, с размещением их в форме электронного документа, подписанного электронной подписью",55,Образовательные стандарты и требования,/sveden/eduStandarts,True
eduFedTreb,"Контент text - None. Это означает, что в переменной text нет никакого текста. В check описано, что должна быть предоставлена информация о применяемых федеральных государственных требованиях с размещением их копий. Поскольку в text нет никакой информации, это не соответствует описанию в check.",False,,,Информация о применяемых федеральных государственных требованиях с размещением их копий,55,Образовательные стандарты и требования,/sveden/eduStandarts,True
eduStandartTreb,"Контент text - None. Это означает, что в тексте нет никакой информации. Поэтому он не соответствует описанию в check, который требует предоставления информации о самостоятельно устанавливаемых требованиях в форме электронного документа, подписанного электронной подписью.",False,,,"Информация о самостоятельно устанавливаемых требованиях, с размещением их в форме электронного документа, подписанного электронной подписью",55,Образовательные стандарты и требования,/sveden/eduStandarts,True
rucovodstvo,"Соответствует
(Объяснение: В данном случае отсутствие текста (None) соответствует требованию ""наличие на сайте информации о руководителе образовательной организации"", так как отсутствие информации также считается её отсутствием.)",False,,,Главный тег. Наличие на сайте информации о руководителе образовательной организации:,57,Руководство,/sveden/managers,True
rucovodstvoZam,"Контент ""None"" не соответствует описанию в ""check"". Описание в ""check"" требует наличия информации о заместителях руководителя образовательной организации, тогда как ""None"" указывает на отсутствие любой информации.",False,,,Главный тег. Наличие на сайте информации о заместителях руководителя образовательной организации:,57,Руководство,/sveden/managers,False
rucovodstvoFil,"Контент text - None.
Причина: Контент text не содержит информации о руководителях филиалов.",False,,,Главный тег. Наличие на сайте информации о руководителях филиалов (при наличии филиалов):,57,Руководство,/sveden/managers,True
teachingStaff,"Контент text отсутствует, поэтому невозможно проверить его соответствие описанию в check.
Если text содержал бы информацию о персональном составе педагогических работников образовательной программы, то это соответствовало бы описанию в check. В данном случае, отсутствие текста не позволяет провести проверку.",False,,,Главный тег. Информация о персональном составе педагогических работников образовательной программы.,60,Педагогический состав,/sveden/employees,False
teachingDiscipline,"Контент text (""None"") не соответствует описанию в check (""Преподаваемые учебные предметы, курсы, дисциплины (модули)""), так как в тексте отсутствует любая информация о преподаваемых учебных предметах, курсах или дисциплинах.",False,,,"Преподаваемые учебные предметы, курсы, дисциплины (модули)",60,Педагогический состав,/sveden/employees,False
teachingLevel,"Контент text (None) не соответствует описанию в check. В check ожидается указание уровня профессионального образования, наименования направления подготовки и (или) специальности, а также научной квалификации, если применимо.",False,,,"Уровень (уровни) профессионального образования с указанием наименования направления подготовки и (или) специальности, в том числе научной, и квалификации",60,Педагогический состав,/sveden/employees,False
degree,"Контент ""None"" не соответствует описанию ""Ученая степень (при наличии)"", так как ""None"" не является ученой степенью.",False,,,Ученая степень (при наличии),60,Педагогический состав,/sveden/employees,False
academStat,Соответствует,False,,,Ученое звание (при наличии),60,Педагогический состав,/sveden/employees,False
qualification,"Соответствует
Объяснение: В данном случае text пустое (None), а check описывает требование к содержанию текста. Поскольку требование не может быть выполнено при отсутствии текста, это соответствует ожидаемому результату.",False,,,Сведения о повышении квалификации (за последние 3 года),60,Педагогический состав,/sveden/employees,False
profDevelopment,"Контент text (None) не соответствует описанию в check, так как в check указано, что должны быть ""Сведения о профессиональной переподготовке (при наличии)"", а в text нет никакого контента.",False,,,Сведения о профессиональной переподготовке (при наличии),60,Педагогический состав,/sveden/employees,True
specExperience,"Контент text - None, что означает отсутствие информации. Это не соответствует описанию в check, так как check требует сведений о продолжительности опыта работы в профессиональной сфере, соответствующей образовательной деятельности.
Ответ: Не соответствует.",False,,,"Сведения о продолжительности опыта (лет) работы в профессиональной сфере, соответствующей образовательной деятельности по реализации учебных предметов, курсов, дисциплин (модулей)",60,Педагогический состав,/sveden/employees,False
teachingOp,"Содержимое текста ""None"" не соответствует требованиям, описанным в ""check"". Текст не содержит никакой информации, в то время как ""check"" требует наименование образовательных программ, коды и наименования профессий, специальностей и направлений подготовки, а также информацию о научных областях и специальностях.",False,,,"Наименование общеобразовательной программы (общеобразовательных программ), код и наименование профессии, специальности (специальностей), направления (направлений) подготовки или укрупненной группы профессий, специальностей и направлений подготовки профессиональной образовательной программы высшего образования по программам бакалавриата, специалитета, магистратуры, ординатуры, ассистентуры-стажировки, шифр и наименование области науки, группы научных специальностей, научной специальности программы (программ) подготовки научных и научно- педагогических кадров в аспирантуре (адъюнктуре), в реализации которых участвует педагогический работник",61,Педагогический состав,/sveden/employees,False
purposeCab,"Соответствует
Объяснение: В тексте ""None"" нет никакой информации, и поэтому он не может содержать информацию о главном теге или сведениях об оборудованных учебных кабинетах. Таким образом, он не может не соответствовать заданному описанию.",False,,,Главный тег. Сведения об оборудованных учебных кабинетах,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
addressCab,Соответствует,False,,,Адрес места нахождения,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
nameCab,"Контент text (""None"") не соответствует описанию check (""Наименование оборудованного учебного кабинета"").",False,,,Наименование оборудованного учебного кабинета,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
osnCab,"Контент text (None) не соответствует описанию в check (""Оснащенность оборудованного учебного кабинета"").",False,,,Оснащенность оборудованного учебного кабинета,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
ovzCab,"Содержимое text является ""None"", что не соответствует описанию в check. Check описывает приспособленность для использования инвалидами и лицами с ограниченными возможностями здоровья, тогда как text не содержит никакой информации.",False,,,Приспособленность для использования инвалидами и лицами с ограниченными возможностями здоровья,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
purposePrac,Соответствует.,False,,,Главный тег. Сведения об объектах для проведения практических занятий,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
namePrac,Соответствует.,False,,,Наименование объекта для проведения практических занятий,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
osnPrac,Соответствует,False,,,Оснащенность объекта для проведения практических занятий,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
purposeLibr,"Контент `text` равен `None`, тогда как `check` описывает ""Главный тег. Сведения о библиотеке(ах)"". Поскольку `None` не содержит никакой информации, он не может соответствовать описанию в `check`.
Ответ: Не соответствует.",False,,,Главный тег. Сведения о библиотеке(ах),64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
objName,"Контент `text` не соответствует описанию `check`, так как в `text` отсутствует любой текст, в то время как `check` ожидает наличие наименования объекта.",False,,,Наименование объекта,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
objAddress,Соответствует,False,,,Адрес места нахождения объекта,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
objSq,"Соответствует.
В данном случае, контент ""None"" не предоставляет никакой информации, что соответствует описанию ""Площадь объекта"", так как отсутствие информации не противоречит условию.",False,,,Площадь объекта,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
objCnt,"Соответствует
(Объяснение: В тексте отсутствует контент, поэтому он автоматически не соответствует любому описанию, включая ""Количество мест"".)",False,,,Количество мест,64,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
purposeSport,Соответствует,False,,,Главный тег. Сведения об объектах спорта,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
ovz,Соответствует.,False,,,Информация об обеспечении беспрепятственного доступа в здания образовательной организации,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
purposeFacil,Контент text (None) не соответствует описанию в check (Сведения о средствах обучения и воспитания).,False,,,Сведения о средствах обучения и воспитания,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
purposeFacilOvz,"Контент текста ""None"" не соответствует описанию ""Информация о приспособленных средствах обучения и воспитания"".",False,,,Информация о приспособленных средствах обучения и воспитания,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
comNet,"Контент text отсутствует (None), поэтому его невозможно проверить на соответствие описанию в check. Поэтому ответ: Не соответствует.",False,,,Сведения о доступе к информационным системам и информационно-телекоммуникационным сетям,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
comNetOvz,"Контент ""None"" не соответствует описанию ""Информация о доступе к приспособленным информационным системам и информационно- телекоммуникационным сетям"".",False,,,Информация о доступе к приспособленным информационным системам и информационно- телекоммуникационным сетям,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
purposeEios,"Соответствует.
Объяснение: В тексте указано ""None"", что означает отсутствие информации. Это может интерпретироваться как отсутствие электронной информационно-образовательной среды в образовательной организации, что соответствует описанию в ""check"".",False,,,Наличие в образовательной организации электронной информационно-образовательной среды4,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
erList,"Контент text равен None, что означает отсутствие текста. В таком случае невозможно определить, соответствует ли он описанию в check.
Ответ: Не соответствует, так как отсутствует текст для проверки.",False,,,"Информация об электронных образовательных ресурсах, к которым обеспечивается доступ обучающихся",65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
erListOvz,"Содержимое (text) - None.
Описание (check) - Информация о приспособленных электронных образовательных ресурсах, к которым обеспечивается доступ обучающихся.
Ответ: Не соответствует, так как text - None, а check ожидает описание о приспособленных электронных образовательных ресурсах.",False,,,"Информация о приспособленных электронных образовательных ресурсах, к которым обеспечивается доступ обучающихся",65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
techOvz,Соответствует.,False,,,Информация о наличии специальных технических средств обучения коллективного и индивидуального пользования,65,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
hostelInfo,"Контент text (""None"") не соответствует описанию в check (""Количество общежитий""), так как ""None"" не предоставляет никакой информации о количестве общежитий.",False,,,Количество общежитий,66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
interInfo,"Контент ""None"" не соответствует описанию ""Количество интернатов"".",False,,,Количество интернатов,66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
hostelNum,"Соответствует
(Поскольку text пустой, он не содержит никакой информации, которая могла бы не соответствовать описанию в check.)",False,,,Количество мест в общежитиях,66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
hostelNumOvz,"Соответствует.
Описание в check указывает на необходимость предоставить количество жилых помещений в общежитии, приспособленных для использования инвалидами и лицами с ограниченными возможностями здоровья. В данном случае отсутствие текста (None) не предоставляет нужную информацию, но это не означает, что текст не соответствует описанию. Если бы текст был, например, ""В общежитии 5 помещений, приспособленных для использования инвалидами и лицами с ограниченными возможностями здоровья"", то он бы соответствовал описанию. Таким образом, отсутствие текста не дает возможности проверить соответствие, но это не означает, что текст не соответствует описанию.",False,,,"Количество жилых помещений в общежитии, приспособленных для использования инвалидами и лицами с ограниченными возможностями здоровья",66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
interNum,"Извините, но я не могу проверить, соответствует ли контент ""None"" описанию ""Количество мест в интернатах"", так как в предоставленном тексте нет никакой информации. Если у вас есть конкретный текст, который нужно проверить, пожалуйста, предоставьте его.",False,,,Количество мест в интернатах,66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
interNumOvz,"Контент ""None"" не соответствует описанию в ""check"". ""None"" не предоставляет информацию о количестве жилых помещений в интернате, приспособленных для использования инвалидами и лицами с ограниченными возможностями здоровья.",False,,,"Количество жилых помещений в интернате, приспособленных для использования инвалидами и лицами с ограниченными возможностями здоровья",66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,False
hostelInterOvz,"Контент text - None.
Ответ: Не соответствует. text не содержит никакой информации, в то время как check ожидает информацию о наличии условий для беспрепятственного доступа в общежитие, интернат.",False,,,"Информация о наличии условий для беспрепятственного доступа в общежитие, интернат",66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
localActObSt,Содержимое text (None) не соответствует описанию в check (Ссылка на информацию о формировании платы за проживание в общежитии).,False,,,Ссылка на информацию о формировании платы за проживание в общежитии,66,Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда,/sveden/objects,True
localAct,"Контент text содержит значение ""None"", в то время как check описывает ""Локальный нормативный акт которым, регламентируется наличие и условия предоставления стипендий"". Таким образом, text не соответствует check.",False,,,"Локальный нормативный акт которым , регламентируется наличие и условия предоставления стипендий",73,Стипендии и меры поддержки обучающихся,/sveden/grants,True
grant,"Соответствует
Объяснение: В тексте отсутствует любая информация, поэтому он не может соответствовать или не соответствовать описанию в check.",False,,,Информация о предоставлении стипендии обучающимся,73,Стипендии и меры поддержки обучающихся,/sveden/grants,False
support,"Соответствует.
Объяснение: В тексте указано ""None"", что означает отсутствие информации. Это соответствует описанию в ""check"", так как отсутствие информации о мерах социальной поддержки обучающихся также является валидным ответом.",False,,,Информация о мерах социальной поддержки обучающихся,73,Стипендии и меры поддержки обучающихся,/sveden/grants,False
finBFVolume,"Содержимое text (""None"") не соответствует описанию в check. Описание в check требует информацию об объеме образовательной деятельности, финансовое обеспечение которой осуществляется за счет бюджетных ассигнований федерального бюджета, тогда как текст пустой.",False,,,"Информация об объеме образовательной деятельности, финансовое обеспечение которой осуществляется за счет бюджетных ассигнований федерального бюджета",78,Финансово-хозяйственная деятельность,/sveden/budget,False
finBRVolume,Соответствует.,False,,,"Информация об объеме образовательной деятельности, финансовое обеспечение которой осуществляется за счет бюджетов субъектов Российской Федерации",78,Финансово-хозяйственная деятельность,/sveden/budget,False
finBMVolume,Соответствует,False,,,"Информация об объеме образовательной деятельности, финансовое обеспечение которой осуществляется за счет местных бюджетов",78,Финансово-хозяйственная деятельность,/sveden/budget,True
finPVolume,Соответствует.,False,,,"Информация об объеме образовательной деятельности, финансовое обеспечение которой осуществляется по договорам об оказании платных образовательных услуг",78,Финансово-хозяйственная деятельность,/sveden/budget,True
volume,"Соответствует.
Объяснение: В данном случае текст ""None"" не содержит никакой информации, поэтому он фактически не противоречит описанию в ""check"". Описание в ""check"" запрашивает информацию о поступлении и расходовании финансовых и материальных средств, а ""None"" просто не предоставляет такую информацию, что не является нарушением.",False,,,Главный тег. Информация о поступлении и расходовании финансовых и материальных средств,78,Финансово-хозяйственная деятельность,/sveden/budget,True
finYear,"Контент text не соответствует описанию в check, так как text пустой (None), а check ожидает указание года отчетности.",False,,,Год отчетности,78,Финансово-хозяйственная деятельность,/sveden/budget,False
finPost,Соответствует.,False,,,Информация о поступлении финансовых и материальных средств,78,Финансово-хозяйственная деятельность,/sveden/budget,True
finRas,"Соответствует
Текст ""None"" не содержит никакой информации о расходовании финансовых и материальных средств, следовательно, он не соответствует описанию в check.",False,,,Информация о расходовании финансовых и материальных средств,78,Финансово-хозяйственная деятельность,/sveden/budget,True
finPlanDocLink,Соответствует.,False,,,"Утвержденный план финансово-хозяйственной деятельности образовательной организации, утвержденный в установленном законодательством Российской Федерации порядке, или бюджетная смета образовательной организации в форме электронного документа",79,Финансово-хозяйственная деятельность,/sveden/budget,False
meals,"Поскольку в переменной `text` значение `None`, то она не соответствует описанию в `check`. Ожидалось, что в `text` будет содержаться информация о главном теге и сведениях об условиях питания обучающихся.",False,,,Главный тег. Сведения об условиях питания обучающихся,89,Организация питания в образовательной организации,/sveden/catering,False
health,Соответствует.,False,,,Главный тег. Сведения об условиях охраны здоровья обучающихся,89,Организация питания в образовательной организации,/sveden/catering,False
